Categoria_CEN,Empresa,Sigla,RUT,Oportunidad_Comercial
Generación,PARQUE FOTOVOLTAICO FARAMALLA SPA,PFF,76.298.068-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FOTOVOLTAICO IDAHUILLO SPA,PFI,76.341.504-K,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,PFNQ,76.563.851-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FOTOVOLTAICO OCOA II SPA,PFOI,76.000.607-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FOTOVOLTAICO OCOA SPA,PFO,76.862.010-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FOTOVOLTAICO SANTA ADRIANA SPA,PFSA,76.104.296-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PARQUE FULGOR SPA,PARQUEFU,76.601.475-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,PARQUE SOLAR ALCALDESA SPA,PSA,90.286.111-4,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,PARQUE SOLAR ALIANZA SPA,PSA,76.612.794-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR AURORA SPA,PSA,76.154.883-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR BELLAVISTA SPA,PSB,76.097.051-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR BENAVENTE SPA,PSB,76.991.751-9,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR CANCHA SPA,PSC,76.185.078-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR CANTILLANA SPA,PSC,76.709.021-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR CATEMU SPA,PSC,76.030.329-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR COLINA SPA,PSC,76.485.566-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR DON FLAVIO SPA,PSDF,76.784.751-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR EL CONQUISTADOR SPA,PSEC,76.524.378-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR EL SAUCE SPA,PSES,76.368.239-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR ESMERALDA SPA,PSE,76.594.792-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Distribución,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,PSFL,90.360.074-8,"Sistemas SCADA de Distribución, telecontrol de reconectadores y celdas de media tensión en subestaciones"
Generación,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA,PSFS,76.361.056-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR H6 SPA,PSH,76.475.452-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR ITIHUE SPA,PSI,76.934.732-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR LA MURALLA SPA,PSLM,76.385.915-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR LEYDA SPA,PSL,76.946.781-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR LO CHACÓN SPA,PSLC,76.090.280-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR LOS PUQUIOS SPA,PSLP,76.911.425-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR MECO CHILLAN SPA,PSMC,76.558.617-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR OVALLE NORTE SPA,PSON,76.533.425-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR PORVENIR SPA,PSP,76.143.421-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR PUEBLO SECO SPA,PSPS,76.703.881-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR QUETENA S.A.,PSQS,76.915.101-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR RETIRO SPA,PSR,76.161.079-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR SALAMANCA SPA,PSS,76.205.967-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR SAN ISIDRO SPA,PSSI,76.809.878-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR SANTA CRUZ SPA,PSSC,76.280.480-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR SANTA LAURA SPA,PSSL,76.384.873-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR TABOLANGO SPA.,PST,76.214.006-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR TANGUA SPA,PST,76.789.664-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR UNIHUE SPA,PSU,76.589.582-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE SOLAR VIVEROS SPA,PSV,76.773.240-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PARQUE TALINAY ORIENTE S.A.,PTOS,76.618.271-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PATRICIA SOLAR SPA,PATRICIA,76.872.961-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PE CABO LEONES III SPA,PCLI,76.237.221-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PE CANCURA SPA,PECANCUR,76.936.054-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PECKET ENERGY S.A.,PESA,76.276.115-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PEDRO SOLAR SPA,PEDROSOL,76.453.925-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PELEQUÉN SUR SPA,PELEQUN,76.074.109-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Distribución,PEQUEÑO MEDIO DE GENERACIÓN DISTRIBUIDA HORNOPIRÉN LIMITADA,PMGD,90.229.471-6,"Sistemas SCADA de Distribución, telecontrol de reconectadores y celdas de media tensión en subestaciones"
Generación,PER PARINACOTA SPA,PERPARIN,76.510.502-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PESARO SOLAR SPA,PESAROSO,76.095.119-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PETROQUIM S.A.,PSA,78.021.560-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PFV AYLA SOLAR SPA,PAS,76.203.165-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CAIQUÉN SPA,PEC,76.181.840-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CARPINTERO SPA,PEC,76.626.341-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CHERCAN SPA,PEC,76.669.455-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CHUCAO SPA,PEC,76.236.011-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CUERVO SPA,PEC,76.555.819-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL CÓNDOR SPA,PEC,76.359.836-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL FLAMENCO SPA,PEF,76.144.434-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL GAVIOTÍN SPA,PEG,76.189.008-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL LORO CHOROY SPA,PELC,76.356.998-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL MIRLO SPA,PEM,76.936.466-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL PIUQUEN SPA,PEP,76.406.110-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL RAYADOR SPA,PER,76.661.976-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL TRILE SPA,PET,76.746.708-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV EL ZORZAL SPA,PEZ,76.442.671-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV FRAGATA SPA,PFVFRAGA,76.674.962-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LAS CACHAÑAS SPA,PLC,76.784.221-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LAS CATITAS SPA,PLC,76.083.057-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LAS GOLONDRINAS SPA,PLG,76.845.248-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LAS LECHUZAS SPA,PLL,76.256.242-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Cliente Libre,PFV LAS TAGUAS SPA,PLT,90.314.737-7,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,PFV LAS TENCAS SPA,PLT,76.735.217-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Cliente Libre,PFV LAS TORCAZAS SPA,PLT,90.613.433-0,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,PFV LAS TORTOLAS SPA,PLT,76.579.939-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LO CHACÓN SPA,PLC,76.293.235-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LOS CISNES SPA,PLC,76.215.220-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV LOS TORDOS SPA,PLT,76.962.185-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PFV MARÍA PINTO SPA,PMP,76.496.733-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PILPILÉN SPA,PILPILN,76.355.513-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PINGÜINO EMPERADOR SPA,PINGINO,76.784.703-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PIQUERO SPA,PIQUERO,76.696.521-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PITRA SPA,PITRA,76.423.891-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PIUTEL GENERACIÓN ELÉCTRICA LIMITADA,PGE,76.598.668-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PLANETA INVESTMENTS SPA,PLANETAI,76.062.448-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,PLANTA RECUPERADORA DE METALES SPA,PRM,90.674.000-1,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR LA PAZ II SPA.,PSLP,90.615.179-0,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR LO MIGUEL II SPA.,PSLM,90.175.228-1,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR PEÑAFLOR II SPA,PSPI,90.225.713-6,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR SAN PEDRO III SPA,PSSP,90.647.036-5,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR SANTA TERESITA II SPA,PSST,90.749.864-6,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,PLANTA SOLAR TOCOPILLA SPA,PST,90.212.124-2,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,PLAYERO SPA,PLAYERO,76.211.058-K,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD BIO BIO NEGRETE S.A.,PBBN,76.053.340-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,PMGD CALLE LARGA SPA,PCL,90.635.254-0,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,PMGD CHILE GENERACIÓN LTDA.,PMGDGENE,76.584.138-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD HOLDCO SPA,PMGDHOLD,76.220.125-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD LA ROSA DE SHARON SPA,PLRS,76.409.407-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD PUENTE SPA,PMGDPUEN,76.345.260-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD SALERNO SPA,PMGDSALE,76.238.768-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PMGD SOLAR LOS PERALES I SPA,PSLP,76.099.049-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,POMERAPE SPA,POMERAPE,76.830.478-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PORTEZUELO SPA,PORTEZUELO,76.087.569-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,POZO ALMONTE SOLAR 1 SPA,PAS1,76.187.638-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,POZO ALMONTE SOLAR 2 S.A.,PAS2,76.437.087-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,POZO ALMONTE SOLAR 3 S.A.,PAS3,76.242.196-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,PRIME ENERGÍA QUICKSTART SPA,PEQ,76.874.249-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PROYECTOS ELÉCTRICOS Y DE CONSTRUCCIÓN INSTA&PRO SPA,PECI,76.674.255-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PS MAIMALICAN SPA,PSMAIMAL,76.490.828-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PSF EL SALITRAL S.A.,PESS,76.872.154-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PSF LOMAS COLORADAS S.A.,PLCS,76.772.938-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PSF PAMA S.A.,PPSA,76.336.815-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PSF SANTA ELIZABETH SPA,PSE,76.786.099-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PSF SANTA ISABEL SPA,PSI,76.426.946-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PUNTA PALMERAS S.A.,PPSA,76.097.686-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PUNTIAGUDO ENERGY SPA,PUNTIAGU,76.197.709-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,PV SALVADOR S.A.,PSSA,76.530.034-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Distribución,QUEMCHI GENERADORA DE ELECTRICIDAD S.A.,QGES,90.704.878-0,"Sistemas SCADA de Distribución, telecontrol de reconectadores y celdas de media tensión en subestaciones"
Generación,QUILLAY SOLAR SPA,QUILLAYS,76.628.198-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,QUILMO SOLAR SPA,QUILMOSO,76.995.908-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,QUINTA SOLAR SPA,QUINTASO,76.546.339-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RANGUIL SPA,RANGUIL,76.069.709-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RAVENNA SOLAR SPA,RAVENNAS,76.258.444-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RCL SOLAR SPA,RCLSOLAR,76.328.136-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RED ELÉCTRICA DEL NORTE 2 S.A.,REN2,76.566.405-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RED ELÉCTRICA DEL NORTE S.A.,RENS,76.401.216-K,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,REDEN CABILDO SOLAR SPA,RCS,76.939.727-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,REDEN TALHUEN SOLAR SPA,RTS,76.089.312-9,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RESPALDO Y POTENCIA SPA,RESPALDO,76.813.102-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RIGEL SPA,RIGEL,76.187.352-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RIMINI SOLAR SPA,RIMINISO,76.165.351-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RLA SOLAR SPA,RLASOLAR,76.508.776-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,ROBERTO TAMM Y CIA LTDA.,RTC,76.510.502-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RTN SOLAR SPA,RTNSOLAR,76.737.770-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RTS ENERGÍA S.A.,RESA,76.616.470-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RUBÉN SOLAR SPA,RUBNSOL,76.570.692-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,RUCASOL SPA,RUCASOL,76.897.835-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,RÍO ALTO SPA,ROALTO,76.661.928-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SAFIRA ENERGÍA CHILE SPA,SAFIRAEN,76.538.435-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SALADO ENERGY SPA,SALADOEN,76.211.840-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SAMO BAJO SPA,SAMOBAJO,76.893.345-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SAN ALFONSO SOLAR SPA,SAS,76.963.860-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SAN EUGENIO SOLAR SPA,SES,76.269.814-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SAN FRANCISCO SOLAR SPA,SFS,76.015.242-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SAN MARINO SOLAR SPA,SMS,76.172.555-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SAN RAMON SOLAR SPA,SRS,76.720.534-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SANTA BARBARA ENERGY SPA,SBE,76.424.483-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SANTA CATALINA SOLAR SPA,SCS,76.789.372-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SANTA CECILIA SOLAR SPA,SCS,76.761.639-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SANTA ESTER SOLAR SPA,SES,76.967.911-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SANTIAGO SOLAR S.A.,SSSA,76.119.103-9,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SAO PAULO SOLAR SPA,SPS,76.421.269-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SCL III SPA,SCLIII,76.155.640-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SETF ENERGÍAS RENOVABLES SPA,SER,76.568.253-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SIERRA GORDA SCM,SGS,76.260.383-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SIETE COLORES SPA,SIETECOL,76.494.659-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Transmisión,SISTEMA DE TRANSMISIÓN DEL CENTRO S.A.,STCS,90.644.583-2,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,SISTEMA DE TRANSMISIÓN DEL NORTE S.A.,STNS,90.906.559-3,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,STSS,90.395.436-1,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Generación,SLK CB NUEVE SPA,SCN,76.161.483-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SOCER S.A.,SSA,76.935.235-K,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,SOCIEDAD AGRÍCOLA Y GANADERA CURILEUFU LTDA.,SAGC,90.630.748-0,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,SATT,90.226.958-4,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,SCEC,90.539.549-1,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD CONSTRUCTORA DE OBRAS HIDRÁULICAS SPA,SCOH,90.306.147-2,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD CONTRACTUAL MINERA ATACAMA KOZAN,SCMA,90.043.241-0,"DCS de Gran Escala para plantas concentradoras, flotación, molienda SAG y subestaciones SAS"
Cliente Libre,SOCIEDAD CONTRACTUAL MINERA EL ABRA,SCME,90.543.106-4,"DCS de Gran Escala para plantas concentradoras, flotación, molienda SAG y subestaciones SAS"
Cliente Libre,SOCIEDAD CONTRACTUAL MINERA FRANKE,SCMF,90.006.799-2,"DCS de Gran Escala para plantas concentradoras, flotación, molienda SAG y subestaciones SAS"
Cliente Libre,SOCIEDAD DE ENERGÍAS RENOVABLES LOS LIRIOS SPA,SERL,90.444.560-6,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD ENERGÍAS RENOVABLES EL ÁLAMO SPA,SERE,90.698.761-9,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD GENERADORA AUSTRAL S.A.,SGAS,90.534.050-6,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD GNL MEJILLONES S.A.,SGMS,90.990.477-3,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Cliente Libre,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,SQMS,90.295.494-5,"DCS de Gran Escala para plantas concentradoras, flotación, molienda SAG y subestaciones SAS"
Cliente Libre,SOCIEDAD TRANSMISORA METROPOLITANA S.A.,STMS,90.326.304-0,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,SOCOMPA DE VERANO SPA,SOCOMPAV,76.123.371-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SOL DEL SUR 15 SPA,SS1,76.774.713-6,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SOL DEL SUR 9 SPA,SS9,76.940.560-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
